incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,severity,resolution,num_arrests,property_loss_usd,reported_online,notes,weapon_used_blunt object,weapon_used_firearm,weapon_used_gun,weapon_used_hands,weapon_used_hands/feet,weapon_used_knife,weapon_used_pistol,weapon_used_rifle,weapon_used_unarmed,weapon_used_unknown,case_status_investgation,case_status_open,case_status_pending,case_status_pendng,case_status_resolved,case_status_under investigation,case_status_unknown
INC004688,trespassing,Wes,Lakewood,PA,1550 Sunset Blvd,25.112438,-97.442801,2021-08-28 15:30:49,OFF0094,Anthony,Moore,2483.0,SUS00220,Robert,Wright,58.0,Other,Unknown,VIC00521,Mark,Harris,33.0,f,294-211-8872,Med,Arres Made,1.0,8534.94,True,Incident at 1550 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC003745,asslt,Central  ,Riverside,NY,2767 River Rd,28.234244,-94.657886,2018-01-24 15:33:18,OFF0018,James,Lee,5491.0,SUS00769,Donna,Thompson,54.0,Unknown,white,VIC00116,Thomas,Miller,74.0,FEMALE,762-638-3161,Low,Arrest Made,2.0,24970.35,0,Incident at 2767 River Rd. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INC002571,Sexual Assault,North,Centerville,AZ,4669 Washington Ave,25.148272,-93.057116,2023-05-28 05:34:09,OFF0144,Michelle,Flores,4616.0,SUS00376,James,Thompson,61.0,male,Hispanic,VIC00147,Susan,Nguyen,292.0,Other,Missing,Unknown,Unknown,3.0,23681.434999999998,No,Incident at 4669 Washington Ave. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
INC002592,FRAUD,midtown,Riverside,PA,3360 Sunset Blvd,25.974863,-96.956091,2020-08-15 12:17:24,OFF0082,Anthony,Thompson,4313.0,SUS00733,Karen,Green,58.0,Female,Black,VIC00333,Barbara,Johnson,64.0,m,(806) -68-2-4246,2,warning,3.0,23681.434999999998,NO,Incident at 3360 Sunset Blvd. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC003754,theft/larceny,Sou,Maplewood,FL,120 Oak Ave,34.995351,-74.532818,2020-05-17 13:46:21,OFF0017,EMILY,Brown,2857.0,SUS00615,Jennifer,Martin,57.0,MALE,asian,VIC00223,David,Hill,41.0,MALE,771-406-4573,4,No Arrest,0.0,483.77,Yes,Incident at 120 Oak Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
INC003891,Narcotics,Eas,Centerville,OH,393 Elm Blvd,108.6542,-89.43987,2018-11-28 21:17:46,OFF0008,David,Moore,3817.0,SUS00378,Sarah,White,31.0,F,White,VIC00734,Carol,Wright,69.0,MALE,486-955-5798,2,Arres Made,2.0,29148.65,NO,Missing,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
INC001824,Trespass,West,Fairview,PA,2876 River Rd,29.118935,-89.958829,2019-07-14 02:11:20,OFF0069,John,Anderson,2450.0,SUS00248,Ashley,Johnson,20.0,MALE,Other,VIC00621,Joseph,Brown,36.0,Unknown,917-543-5246,High,Unknown,0.0,25983.21,NO,Missing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC003739,Larceny,East,Springfield,NC,6343 Sunset Blvd,44.749794,-73.947406,2021-07-18 12:36:42,OFF0031,MICHELLE,Martin,9056.0,SUS00344,Ashley,Moore,63.0,Male,hispanic,VIC00171,Daniel,Taylor,43.0,male,Missing,Unknown,Warning Issued,4.0,41970.69,0,Missing,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
INC004507,arson,West  ,Maplewood,NC,3637 Sunset Blvd,36.8883775,-71.382964,2020-06-19 16:28:10,OFF0129,Sarah,Torres,9283.0,SUS00485,Susan,Young,42.0,f,white,VIC00335,Charles,Martin,39.0,MALE,983-275-9311,Unknown,Arrest Made,4.0,9134.49,yes,Incident at 3637 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
INC002064,HOMICIDE, Central,Lakewood,NC,4740 Washington Ave,44.042164,-94.657886,2021-07-15 16:16:52,OFF0062,Donna,Moore,3585.0,SUS00784,Joseph,Jones,32.0,male,hispanic,VIC00095,James,Martin,33.0,f,769-824-7668,Critical,No Arrest,4.0,42488.18,yes,Incident at 4740 Washington Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
INC000769,Domestc Violence,Wes,Lakewood,TX,2829 Main St,37.746236,-75.794667,2020-04-01 01:39:34,OFF0141,Barbara,Jones,7093.0,SUS00038,Nancy,Thomas,63.0,F,Unknown,VIC00620,Matthew,White,74.0,female,367-133-2010,low,Unknown,2.0,6820.75,1,Missing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC000900,Tresspassing,Sou,Oakdale,FL,9483 Park Rd,26.435438,-94.657886,2023-07-11 10:36:57,OFF0097,Patricia,Anderson,1920.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00863,Richard,Brown,60.0,Unknown,(255) -32-5-8101,Low,Arres Made,0.0,13459.71,No,Incident at 9483 Park Rd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC001193,TRESPASSING,north,Lakewood,OH,4072 Oak Ave,40.228054,-75.920794,2019-07-28 16:30:31,OFF0122,Jennifer,Anderson,5571.5,SUS00293,Charles,Torres,38.0,M,Unknown,VIC00013,James,White,83.0,M,Missing,2,warning,3.0,7425.53,False,Incident at 4072 Oak Ave. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
INC004887,Cybercrime,Nor,Riverside,GA,1646 Oak Ave,34.412742,-85.854041,2024-01-29 18:13:58,OFF0028,Daniel,Flores,8763.0,SUS00238,Joseph,Moore,50.0,Unknown,Hispanic,VIC00699,Daniel,Nguyen,17.0,Female,624-369-6990,Unknown,warning,2.0,14830.28,no,Incident at 1646 Oak Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC000015,asslt,WEST,Riverside,GA,3034 Park Rd,29.976847,-96.821673,2024-03-01 04:58:24,OFF0135,Nancy,Moore,2647.0,SUS00199,Susan,Garcia,34.0,Male,Unknown,VIC00547,Mary,Johnson,80.0,female,914-229-9042,3,Arres Made,2.0,23469.85,0,Incident at 3034 Park Rd. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
INC002728,BURGLARY,west,Oakdale,PA,6010 Cedar Lane,38.426433,-119.113425,2020-04-16 08:11:15,OFF0132,William,Scott,5151.0,SUS00293,Michael,Allen,35.0,male,Other,VIC00765,Barbara,Green,50.0,MALE,305-811-4555,Low,Unknown,0.0,3381.3,1,Incident at 6010 Cedar Lane. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
INC004684,HOMICIDE,Northeast,Maplewood,GA,6859 Oak Ave,34.916346,-83.935027,2020-09-09 11:34:44,OFF0078,Emily,Jackson,3050.0,SUS00546,Carol,Johnson,21.0,m,hispanic,VIC00905,Robert,Johnson,21.0,female,548-542-9323,low,NO ARREST,4.0,21921.32,yes,Incident at 6859 Oak Ave. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC002900,ARSON,SOUTHWEST,Springfield,GA,5328 Elm Blvd,39.803413,-103.317577,2022-06-14 08:43:36,OFF0101,Barbara,Green,4082.0,SUS00527,Jessica,Moore,34.0,MALE,Unknown,VIC00501,Jessica,Johnson,36.0,Unknown,554-518-5824,1,NO ARREST,2.0,22890.42,yes,Incident at 5328 Elm Blvd. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
INC000317,Hacking,Southwest,Maplewood,NC,839 Sunset Blvd,47.743973,61.9776,2023-08-17 13:15:02,OFF0142,Barbara,Scott,2898.0,SUS00241,Richard,Thompson,61.0,M,Hispanic,VIC00559,James,Hall,64.0,Female,536-762-5023,Low,Warning Issued,5.0,36550.83,yes,Incident at 839 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
INC003964,ARSON,Sou,Springfield,GA,4240 Cedar Lane,163.9564,-94.657886,2019-01-06 00:57:12,OFF0150,Patricia,Torres,6755.0,SUS00018,Joseph,Flores,15.0,FEMALE,Unknown,VIC00946,Robert,Green,46.0,m,899-764-3953,1,Dismissed,4.0,891.23,1,Incident at 4240 Cedar Lane. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
INC002377,Trespassing,West  ,Maplewood,NC,5442 Lincoln St,34.234368,-86.65302,2024-08-31 09:30:47,OFF0075,Linda,Jones,5568.0,SUS00313,Charles,Anderson,52.0,F,hispanic,VIC00457,Jessica,Brown,-65.0,f,Missing,2,Unknown,2.0,23681.434999999998,No,Incident at 5442 Lincoln St. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
INC000950,ASSAULT,Southwest  ,Springfield,NY,438 Lincoln St,37.308371,85.9617,2018-09-18 12:05:55,OFF0134,Michael,Wilson,4277.0,SUS00281,Michael,Jackson,46.0,M,BLACK,VIC00541,Carol,Martin,73.0,MALE,830-744-5076,CRITICAL,Unknown,-5.0,13029.45,1,Incident at 438 Lincoln St. Officer responded at scene.,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC001130,Homicide, North,Centerville,AZ,7801 Maple Dr,26.778073,-119.194899,2018-05-24 15:58:33,OFF0053,Jennifer,Garcia,8060.0,SUS00028,Barbara,Scott,70.0,MALE,asian,VIC00765,Jennifer,Jackson,69.0,female,744-417-7917,Unknown,No Arrest,0.0,40852.02,no,Missing,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
INC000482,Narcotics, South,Hillcrest,NY,5281 Lincoln St,36.382612,-89.385534,2022-10-05 12:16:39,OFF0118,Richard,Thompson,1113.0,SUS00384,Mary,Scott,26.0,male,Unknown,VIC00711,Sarah,Torres,21.0,FEMALE,471-350-1097,Crit,Warning Issued,0.0,30173.5,1,Incident at 5281 Lincoln St. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
INC003956,Sexual Assualt,Midtown,Lakewood,NY,5620 Elm Blvd,35.355585,-90.877583,2018-12-03 18:49:17,OFF0057,Ashley,Hill,8927.0,SUS00497,Anthony,Jackson,66.0,FEMALE,Other,VIC00090,Barbara,Thompson,39.0,Male,377-347-5641,1,Arrest Made,2.0,33823.25,NO,Missing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INC004230,Fire Setting,Sou,Maplewood,GA,5167 Cedar Lane,27.148476,-80.946078,11/15/2020 19:01,OFF0117,Matthew,Williams,8890.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00677,Mark,Martin,23.0,Unknown,329-872-7137,Unknown,Warning Issued,3.0,23681.434999999998,0,Incident at 5167 Cedar Lane. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC000567,Drug Offence,Midtown,Maplewood,TX,2799 Washington Ave,47.521741,-104.824812,2024-11-14 06:49:42,OFF0133,Anthony,Flores,2812.0,SUS00386,Matthew,Lee,26.0,male,asian,VIC00211,Patricia,Young,38.0,female,745-880-2502,1,Case Dismissed,4.0,3251.53,YES,Incident at 2799 Washington Ave. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
INC002306,Graffiti, Southeast,Riverside,IL,3774 Lincoln St,31.024657,-104.666615,2022-02-11 08:30:08,OFF0128,  Chris  ,Anderson,2414.0,SUS00223,Chris,Allen,26.0,f,Unknown,VIC00881,Barbara,Moore,50.0,Unknown,439-356-6312,2,Warning Issued,2.0,23681.434999999998,1,Incident at 3774 Lincoln St. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
INC000867,BURGLARY,North,Oakdale,NC,1212 Maple Dr,34.82311,-97.225538,2018-07-12 13:26:43,OFF0123,Nancy,Martin,3325.0,0,Missing,Missing,46.0,Unknown,Unknown,0,Missing,Missing,50.0,Unknown,Missing,Critical,Unknown,5.0,28975.86,yes,Incident at 1212 Maple Dr. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
INC003546,theft/larceny,Midtown  ,Centerville,FL,921 Cedar Lane,42.814437,-88.038978,2023-05-18 06:27:40,OFF0015,David,Scott,1379.0,SUS00575,Mark,Jones,44.0,Unknown,Unknown,VIC00332,Nancy,Allen,74.0,FEMALE,351-423-8351,Unknown,Warning Issued,2.0,25250.59,NO,Incident at 921 Cedar Lane. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
INC000650,THEFT,South  ,Riverside,CA,3567 Washington Ave,45.744,-117.203431,2018-12-24 18:19:04,OFF0130,  donna  ,Scott,8850.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00833,Patricia,Davis,36.0,m,362-123-5079,2,Arres Made,2.0,21492.87,0,Missing,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
INC004001,Trespass,CENTRAL,Hillcrest,NY,7883 Park Rd,26.183893,-116.922163,2024-02-05 17:11:19,OFF0003,William,Taylor,4897.0,SUS00280,Thomas,Hall,72.0,m,Hispanic,VIC00993,Richard,Nguyen,19.0,Male,828-228-1575,High,Unknown,4.0,33414.71,True,Incident at 7883 Park Rd. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
INC004659,ARSON,  North,Lakewood,FL,5915 Main St,25.750817,-98.651542,2022-12-09 13:43:53,OFF0025,jennifer,Young,5571.5,SUS00514,William,Torres,41.0,male,white,VIC00812,Charles,Moore,78.0,MALE,378-722-4095,Medium,Unknown,4.0,42965.02,1,Incident at 5915 Main St. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
INC002962,Abduction,West,Oakdale,OH,237 Maple Dr,47.353581,-109.76991,2018-06-15 20:50:57,OFF0059,Carol,Brown,9011.0,SUS00671,Matthew,Davis,17.0,male,Asian,VIC00142,Jessica,Nguyen,21.0,f,5109132226,Crit,Unknown,5.0,8345.88,1,Incident at 237 Maple Dr. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
INC000403,Drunk Driving,MIDTOWN,Riverside,NY,2584 Oak Ave,47.248778,-70.119269,2024-06-20 00:15:36,OFF0147,Joseph,Jones,2002.0,SUS00708,Michelle,Harris,63.0,Male,hispanic,VIC00335,Michelle,Martin,-54.0,male,493-745-7763,MEDIUM,Arres Made,1.0,42957.18,yes,Missing,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
INC000529,DUII,north,Fairview,FL,8485 Maple Dr,36.8883775,-99.823607,2020-01-12 03:48:48,OFF0002,Donna,Thompson,8653.0,SUS00196,James,Thompson,73.0,Unknown,hispanic,VIC00129,Anthony,Smith,68.0,m,429-668-3734,2,warning,2.0,45992.69,No,Missing,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
INC003033,Cybercrime,Northeast  ,Riverside,CA,3853 Maple Dr,47.486281,-84.4065,2019-09-27 21:25:33,OFF0100,Linda,Taylor,5319.0,SUS00768,Carol,White,50.0,FEMALE,asian,VIC00499,Ashley,Jackson,10.0,f,682-660-7304,low,arrest made,2.0,39258.03,Yes,Incident at 3853 Maple Dr. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
INC001611,Fraud, Northeast,Riverside,CA,1869 Cedar Lane,32.361281,-74.194224,2021-10-08 11:52:48,OFF0027,  Joseph  ,Hall,4323.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00193,Patricia,Green,18.0,male,716-975-8295,Low,Case Dismissed,0.0,31832.75,1,Incident at 1869 Cedar Lane. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
INC003846,Homicide,Southwest,Lakewood,NC,5327 Main St,37.225832,-106.451411,2020-07-17 10:10:56,OFF0017,John,Jackson,8968.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00874,Joseph,Williams,49.0,female,5515284227,CRITICAL,NO ARREST,1.0,14314.61,Yes,Incident at 5327 Main St. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC002810,manslaughter,Northeast  ,Lakewood,OH,8729 Sunset Blvd,36.8883775,-115.686993,2020-08-17 09:51:32,OFF0095,Chris,Martin,5581.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00253,David,Moore,90.0,f,678-388-7476,CRITICAL,No Arrest,3.0,38587.52,True,Incident at 8729 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
INC003225,Robbry,southwest,Lakewood,CA,3401 Washington Ave,40.068917,-97.577698,2019-10-29 17:10:36,OFF0113,James,Thomas,3272.0,SUS00332,Robert,Thompson,22.0,Unknown,Unknown,0,Missing,Missing,50.0,Unknown,Missing,low,No Arrest,3.0,24950.43,Yes,Missing,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
